state,q_values
"('O', 'O', 'X', 'X', 'O', 'X', ' ', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'X', 'O', ' ', ' ', ' ', ' ', 'O')","[ 0.         10.          0.          0.          9.5         8.99362381
  9.5         9.41527669  0.        ]"
"('O', 'O', ' ', ' ', 'O', 'X', 'X', ' ', 'X')",[  0.   0.  10. -10.   0.   0.   0.  10.   0.]
"('O', 'O', 'X', ' ', 'O', 'X', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', ' ', 'O', 'X', 'X', 'O')",[ 9.5  0.   0.   9.5 10.   0.   0.   0.   0. ]
"(' ', 'O', 'O', 'X', 'X', ' ', 'O', ' ', 'X')","[10.          0.          0.          0.          0.         10.
  0.          6.24900002  0.        ]"
"('X', 'O', 'O', 'X', 'X', ' ', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', ' ', 'X', 'O', ' ', ' ')","[ 0.          7.96783143  9.5         0.         10.          0.
  0.          9.49996998  9.5       ]"
"('O', 'O', ' ', 'X', ' ', 'X', 'O', ' ', 'X')","[ 0.          0.         10.          0.         10.          0.
  0.         -9.24996197  0.        ]"
"('O', ' ', ' ', ' ', ' ', 'X', 'O', ' ', 'X')","[ 0.          9.47172892 10.          9.5        -6.23079072  0.
  0.          1.8745534   0.        ]"
"('O', 'X', ' ', ' ', ' ', ' ', 'O', 'X', ' ')","[ 0.          0.          8.78893845  5.36270706 10.          6.00303497
  0.          0.         -8.25565878]"
"('X', ' ', ' ', ' ', 'O', 'O', 'X', ' ', ' ')","[ 0.          5.75100792 -6.10003994 10.          0.          0.
  0.          9.47380166  9.49980032]"
"('X', ' ', ' ', 'X', 'O', 'O', 'X', ' ', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', 'O', 'X', ' ', ' ', ' ')","[ 9.18916177  0.          0.          7.95477011  0.          0.
  9.49442272  4.68007796 10.        ]"
"('X', 'O', ' ', ' ', ' ', 'X', ' ', ' ', 'O')","[0.         0.         8.00302132 9.5        9.499392   0.
 5.5339524  5.40938082 0.        ]"
"('X', 'O', 'O', 'X', ' ', 'X', ' ', ' ', 'O')",[ 0.   0.   0.   0.  10.   0.  10.   9.5  0. ]
"('X', 'O', 'O', 'X', ' ', 'X', 'O', 'X', 'O')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('X', 'O', 'O', 'X', 'X', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'X', ' ', ' ', 'O', ' ', 'X', ' ')","[0.         9.10784    0.         4.85295549 9.5        0.
 9.49997085 0.         9.46807857]"
"('O', 'O', 'X', 'X', 'O', 'O', ' ', 'X', 'X')",[ 0.  0.  0.  0.  0.  0. 10.  0.  0.]
"('O', 'X', 'O', 'X', ' ', 'O', ' ', ' ', 'X')","[0.         0.         0.         0.         4.75150541 0.
 9.46199996 9.5        0.        ]"
"(' ', ' ', 'O', ' ', ' ', 'O', ' ', 'X', 'X')",[ 9.5  9.5  0.   9.5  9.5  0.  10.   0.   0. ]
"(' ', ' ', 'O', ' ', ' ', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', 'X', 'O', 'X', 'O', 'X', ' ')","[-7.07356854  0.          8.58799019  0.          0.          0.
  0.          0.         -6.7392    ]"
"('X', 'O', 'O', 'X', 'O', 'X', 'O', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', ' ', 'O', ' ', 'X', ' ')","[0.         8.5434516  8.16062394 0.         4.71760731 0.
 0.36540736 0.         9.00354529]"
"('O', 'X', ' ', 'X', ' ', 'O', ' ', 'X', 'O')","[ 0.          0.          6.22923674  0.         10.          0.
 -9.99999488  0.          0.        ]"
"('O', 'X', ' ', 'X', 'O', 'O', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'X', 'O', ' ', ' ', 'X', 'O')","[ 9.49999967 -7.99139869 -9.27420229  0.          0.         -1.86741747
 -6.25100601  0.          0.        ]"
"('O', 'X', ' ', 'X', 'O', ' ', ' ', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'O', 'O', 'X', 'O', ' ', 'X', ' ')","[ 0.        10.         0.         0.         0.         0.
  9.3491968  0.        10.       ]"
"('X', 'O', 'O', 'O', 'X', 'O', 'X', 'X', ' ')",[ 0.  0.  0.  0.  0.  0.  0.  0. 10.]
"('X', 'O', 'O', 'O', 'X', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', ' ', 'O', ' ', 'O', 'X')",[ 0.   9.5  9.5  9.5 10.   0.   9.5  0.   0. ]
"('X', 'X', 'O', ' ', ' ', 'O', ' ', 'O', 'X')",[ 0.   0.   0.   9.5 10.   0.   9.5  0.   0. ]
"('X', 'X', 'O', 'X', ' ', 'O', 'O', 'O', 'X')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"(' ', 'O', ' ', ' ', 'O', 'X', ' ', 'X', ' ')","[8.41854604 0.         4.705616   0.91348764 0.         0.
 8.92714218 0.         9.5       ]"
"(' ', 'O', 'O', ' ', 'O', 'X', ' ', 'X', 'X')","[  9.47383361   0.           0.         -10.           0.
   0.          10.           0.           0.        ]"
"(' ', 'O', 'O', ' ', 'O', 'X', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', 'O', ' ', ' ', ' ', ' ', 'X')","[9.49711918 0.         0.         0.         9.49999965 8.27228764
 8.70906739 9.5        0.        ]"
"('O', 'X', 'O', 'O', 'O', 'X', ' ', 'X', 'X')",[ 0.  0.  0.  0.  0.  0. 10.  0.  0.]
"('X', ' ', ' ', 'O', ' ', 'X', ' ', ' ', 'O')","[0.         5.50015079 5.65438657 0.         5.25138938 0.
 8.89742661 5.35133127 0.        ]"
"('X', ' ', 'O', 'O', ' ', 'X', ' ', 'X', 'O')","[0.         4.75127477 0.         0.         9.49974464 0.
 4.749696   0.         0.        ]"
"('X', ' ', 'O', 'O', 'O', 'X', 'X', 'X', 'O')",[0. 5. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', 'X', 'X', 'O', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', ' ', ' ', ' ', 'O', 'X', 'O')","[ 9.5         0.          9.5         7.61509541 10.          9.46567785
  0.          0.          0.        ]"
"('X', 'X', ' ', ' ', ' ', 'O', 'O', 'X', 'O')","[ 0.          0.         10.          5.60004192 10.          0.
  0.          0.          0.        ]"
"('X', 'X', 'X', ' ', ' ', 'O', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', 'X', ' ', ' ', 'O', ' ', 'X', 'O')","[0.         0.         0.         4.7513984  9.46809208 0.
 9.5        0.         0.        ]"
"('X', 'O', 'X', ' ', 'X', 'O', 'O', 'X', 'O')",[0. 0. 0. 5. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', 'O', ' ', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'X', 'X', 'X', 'O', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', 'O', ' ', ' ', ' ', 'O', 'X')","[ 0.          9.5         9.5         0.         10.          9.5
  9.19588404  0.          0.        ]"
"('X', ' ', 'X', 'O', ' ', ' ', 'O', 'O', 'X')",[ 0. 10.  0.  0. 10. 10.  0.  0.  0.]
"('X', ' ', 'X', 'O', 'X', ' ', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', 'X', ' ', ' ', 'O', ' ', 'O')","[ 0.         -7.77076642 -9.52937021  0.         -1.99669059 -6.41642845
  0.          7.9393983   0.        ]"
"('X', 'O', ' ', 'X', ' ', ' ', 'O', 'X', 'O')","[0.         0.         4.75       0.         4.90929803 4.75029223
 0.         0.         0.        ]"
"('X', 'O', 'O', 'X', 'X', ' ', 'O', 'X', 'O')",[ 0.  0.  0.  0.  0. 10.  0.  0.  0.]
"('O', ' ', 'X', 'X', ' ', 'O', 'X', 'O', ' ')","[ 0.          9.49975485  0.          0.         10.          0.
  0.          0.          9.34065534]"
"('O', 'O', 'X', 'X', ' ', 'O', 'X', 'O', 'X')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('O', 'O', 'X', 'X', 'X', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', 'X', ' ', ' ', ' ', ' ', 'X')","[ 0.          0.          9.49938616  0.          6.22322613  5.75599968
 -9.3062864   7.7680641   0.        ]"
"('X', 'O', 'X', ' ', ' ', ' ', ' ', 'O', ' ')","[ 0.          0.          0.         -6.43190767  9.5         6.34818124
  9.49876198  0.          9.37019835]"
"('X', 'O', 'X', 'O', 'X', ' ', ' ', 'O', ' ')",[ 0.   0.   0.   0.   0.   9.5 10.   0.  10. ]
"('X', 'O', 'X', 'O', 'X', ' ', 'X', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', ' ', 'O', 'X', 'O', 'X')","[9.5        8.41773698 9.49748937 9.47366375 9.5        0.
 0.         0.         0.        ]"
"('O', ' ', ' ', 'X', ' ', 'O', 'X', 'O', 'X')","[0.         4.75       9.31121647 0.         4.90206072 0.
 0.         0.         0.        ]"
"(' ', 'O', 'O', ' ', ' ', 'X', ' ', ' ', 'X')","[ 8.6107992   0.          0.          1.27334847 -9.22004032  0.
 -6.10256382  1.09665447  0.        ]"
"(' ', 'O', 'O', 'X', ' ', 'X', ' ', 'O', 'X')","[ 8.6752      0.          0.          0.         10.          0.
 -9.99999488  0.          0.        ]"
"('O', 'O', 'O', 'X', ' ', 'X', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', ' ', 'O', 'O', ' ', 'X', 'O', ' ')","[ 0.          0.         10.          0.          0.          4.93387087
  0.          0.         -7.07283871]"
"('X', 'X', ' ', 'O', 'O', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', 'X', 'X', ' ', 'O', ' ')","[ 0.          8.69695775  9.5        10.          0.          0.
  9.5         0.          9.5       ]"
"('O', ' ', 'X', ' ', 'X', 'X', ' ', 'O', 'O')","[ 0.         -9.97483993  0.         10.          0.          0.
 10.          0.          0.        ]"
"('O', 'X', 'X', 'O', 'X', 'X', ' ', 'O', 'O')",[ 0.  0.  0.  0.  0.  0. 10.  0.  0.]
"('X', ' ', ' ', ' ', 'X', ' ', ' ', 'O', 'O')","[ 0.         -0.28334645 -6.84880192 -9.34480038  0.          8.50058751
  9.5         0.          0.        ]"
"('X', 'O', ' ', 'X', 'X', ' ', ' ', 'O', 'O')","[ 0.          0.          9.49376958  0.          0.         10.
 10.          0.          0.        ]"
"('X', 'O', 'X', 'X', 'X', 'O', ' ', 'O', 'O')",[ 0.  0.  0.  0.  0.  0. 10.  0.  0.]
"('X', 'O', 'X', 'X', 'X', 'O', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', 'X', 'O', ' ', ' ', ' ', ' ')","[ 0.          0.         -9.42376521  0.          0.          3.03516394
  4.16274883 -7.99121683  5.4105055 ]"
"('O', 'X', 'X', 'X', 'O', ' ', 'O', ' ', ' ')","[ 0.          0.          0.          0.          0.         -9.25099074
  0.         -9.90556224  9.31127633]"
"('O', 'X', 'O', ' ', ' ', ' ', 'X', ' ', ' ')","[0.         0.         0.         8.2960024  9.493838   8.87574424
 0.         9.5        4.55112114]"
"('O', 'X', 'O', 'X', ' ', ' ', 'X', 'O', ' ')","[0.         0.         0.         0.         4.75025341 9.31735633
 0.         0.         4.75      ]"
"('O', 'X', 'O', 'X', 'X', 'O', 'X', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 5.]
"('X', ' ', ' ', ' ', ' ', 'O', 'O', 'X', ' ')","[0.         9.5        5.89503288 1.0800125  9.5        0.
 0.         0.         9.1931085 ]"
"(' ', ' ', ' ', 'O', ' ', ' ', 'X', 'O', 'X')","[5.48506857 8.39038598 9.5        0.         9.5        9.49999477
 0.         0.         0.        ]"
"(' ', ' ', ' ', 'O', 'X', 'O', 'X', 'O', 'X')",[10.   9.5 10.   0.   0.   0.   0.   0.   0. ]
"(' ', ' ', 'X', 'O', 'X', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', ' ', 'O', ' ', 'X', ' ', ' ', ' ')","[0.         0.         9.49961455 0.         8.43106812 0.
 8.75909625 8.99611068 9.5       ]"
"('X', 'O', 'X', 'O', 'O', 'X', ' ', ' ', ' ')","[ 0.          0.          0.          0.          0.          0.
  4.25911396  5.5467233  10.        ]"
"('O', ' ', 'X', 'O', ' ', ' ', 'X', ' ', ' ')","[ 0.          8.92601287  0.          0.         10.          9.5
  0.          9.5         9.5       ]"
"('O', ' ', 'X', 'O', ' ', 'O', 'X', 'X', ' ')","[ 0.          5.755392    0.          0.         10.          0.
  0.          0.          9.99999898]"
"('O', ' ', 'X', 'O', ' ', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', ' ', 'O', 'X', 'O', 'O', 'X')","[ 5.75096422  0.         10.         -6.25595904  0.          0.
  0.          0.          0.        ]"
"(' ', 'X', 'X', ' ', 'O', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', 'O', 'X', 'X', ' ', 'O', 'O')","[ 8.84500959  6.37999009  0.          0.          0.          0.
 10.          0.          0.        ]"
"('X', ' ', ' ', ' ', 'O', 'X', ' ', ' ', 'O')","[0.         4.95362222 9.493616   0.72613732 0.         0.
 5.53417941 5.17408434 0.        ]"
"('X', ' ', 'X', ' ', 'O', 'X', ' ', 'O', 'O')","[  0.          10.           0.         -10.           0.
   0.          -6.72923999   0.           0.        ]"
"(' ', ' ', ' ', 'O', 'O', 'X', ' ', ' ', 'X')","[ 9.49474906  9.27982926 10.          0.          0.          0.
  9.5         9.5         0.        ]"
"(' ', 'X', ' ', 'O', 'O', 'X', 'O', ' ', 'X')","[ -6.25575872   0.          10.           0.           0.
   0.           0.         -10.           0.        ]"
"('O', 'X', ' ', 'O', 'O', 'X', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', ' ', ' ', 'O', 'X', 'O', ' ')","[9.5        0.         9.5        9.49598128 5.44082198 0.
 0.         0.         8.99122228]"
"('O', 'X', ' ', ' ', 'X', 'O', 'X', 'O', ' ')","[ 0.          0.         10.          4.7563232   0.          0.
  0.          0.          5.51025301]"
"(' ', ' ', 'X', ' ', ' ', 'X', 'O', 'O', ' ')","[-6.22599808  8.87599201  0.         -6.10619008  9.470048    0.
  0.          0.         10.        ]"
"('X', ' ', ' ', 'O', 'O', ' ', ' ', ' ', 'X')","[0.         5.70605608 6.37400768 0.         0.         9.47997439
 2.11415706 7.97687177 0.        ]"
"('X', 'O', ' ', 'O', 'O', 'X', ' ', ' ', 'X')","[ 0.          0.         10.          0.          0.          0.
  6.34884794  9.5         0.        ]"
"('X', 'O', 'X', 'O', 'O', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', ' ', 'O', ' ', 'X', 'X')","[ 0.          9.5         9.46137934  8.53768107  9.5         0.
 10.          0.          0.        ]"
"('O', ' ', ' ', 'X', ' ', 'O', 'O', 'X', 'X')","[0.         4.75126698 4.74999998 0.         5.66935438 0.
 0.         0.         0.        ]"
"('O', ' ', ' ', ' ', 'X', 'O', ' ', ' ', 'X')","[0.         9.49136681 9.49232857 4.64716152 0.         0.
 9.5        9.5        0.        ]"
"('O', ' ', 'X', 'O', 'X', 'O', ' ', ' ', 'X')","[ 0.          5.75076799  0.          0.          0.          0.
 10.          8.75019353  0.        ]"
"('O', ' ', 'X', 'O', 'X', 'O', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'X', 'O', 'O', ' ', ' ', ' ', ' ')","[10.          0.          0.          0.          0.          9.5
  9.13507526 -6.10568376  9.47503999]"
"(' ', 'X', 'X', 'O', 'O', 'X', ' ', 'O', ' ')","[10.          0.          0.          0.          0.          0.
  9.5         0.          9.99999999]"
"(' ', 'X', 'X', 'O', 'O', 'X', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', ' ', ' ', ' ', 'O', ' ', 'X', ' ')","[0.         0.         4.66718101 9.27869116 9.4999822  0.
 9.4999998  0.         9.5       ]"
"('X', 'O', ' ', ' ', 'X', 'O', 'O', 'X', ' ')","[ 0.          0.          5.66224523  9.46809206  0.          0.
  0.          0.         10.        ]"
"('O', 'X', ' ', ' ', ' ', ' ', 'X', ' ', 'O')","[ 0.          0.          8.87100768 -9.24006919  9.5         9.02499996
  0.          9.49479841  0.        ]"
"('O', 'X', ' ', ' ', 'O', 'X', 'X', 'O', ' ')","[ 0.          0.         -6.87480672 -7.52278784  0.          0.
  0.          0.          8.55754153]"
"(' ', 'O', 'X', ' ', ' ', ' ', 'X', ' ', 'O')","[ 9.5         0.          0.          9.5        10.          0.72534077
  0.          5.50455796  0.        ]"
"('O', 'O', 'X', ' ', ' ', 'X', 'X', ' ', 'O')","[ 0.          0.          0.         -6.13015335 10.          0.
  0.         -6.13115829  0.        ]"
"('O', 'O', 'X', ' ', 'X', 'X', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', ' ', 'X', ' ', 'X', 'X', 'O')","[ 0.          0.         10.         -6.12999354  0.          6.35500006
  0.          0.          0.        ]"
"('O', 'O', 'X', ' ', 'X', ' ', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', 'X', ' ', 'O', 'X', ' ')","[ 9.5        10.         -6.36040681  0.          0.          9.4911252
  0.          0.          9.49899323]"
"(' ', 'O', 'X', 'O', 'X', ' ', 'O', 'X', ' ')","[ 5.69366511  0.          0.          0.          0.          4.17891775
  0.          0.         -9.22503232]"
"(' ', 'O', 'X', 'O', 'X', 'X', 'O', 'X', 'O')",[5. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', 'O', ' ', 'X', 'O', 'X')","[-6.22500005  4.97754207  1.7621543   8.72099104  0.         -6.2253049
  0.          0.          0.        ]"
"(' ', 'X', 'O', ' ', 'O', ' ', 'X', 'O', 'X')","[4.93854039 0.         0.         4.751216   0.         4.75
 0.         0.         0.        ]"
"('O', ' ', ' ', 'X', 'X', ' ', ' ', 'O', ' ')","[ 0.          9.49891168  9.5         0.          0.         10.
  9.5         0.          9.49999959]"
"('O', ' ', ' ', 'X', 'X', 'O', ' ', 'O', 'X')","[0.         4.74999998 4.75122583 0.         0.         0.
 4.74993725 0.         0.        ]"
"(' ', 'O', 'X', ' ', 'O', ' ', 'X', ' ', ' ')","[ 2.99736111  0.          0.         -6.30198825  0.          1.74725254
  0.          5.5125397  -9.22020767]"
"('O', ' ', 'O', 'X', 'O', ' ', 'X', ' ', 'X')","[ 0.          5.69241175  0.          0.          0.         -7.14455858
  0.         10.          0.        ]"
"('O', 'O', 'O', 'X', 'O', 'X', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', 'O', 'O', ' ', ' ', 'X')","[ 0.         -1.34484421 -6.54164768  5.25928241  0.          0.
 -6.72400001  3.18989519  0.        ]"
"('X', ' ', ' ', 'O', 'O', 'O', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'O', 'O', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', ' ', ' ', 'X', ' ', 'X', 'O')","[8.27351899 9.49812475 0.         9.18865997 9.5        0.
 6.8300539  0.         0.        ]"
"('X', ' ', 'O', ' ', 'O', 'X', ' ', 'X', 'O')","[ 0.         -9.41396455  0.          6.37380193  0.          0.
  4.75637231  0.          0.        ]"
"('X', ' ', 'O', ' ', ' ', ' ', 'X', ' ', 'O')","[ 0.          8.51027653  0.         10.          2.38255259  9.49974464
  0.          5.50995968  0.        ]"
"('X', ' ', 'O', ' ', 'O', 'X', 'X', ' ', 'O')","[ 0.          4.75613059  0.         10.          0.          0.
  0.          4.7804004   0.        ]"
"('X', 'X', 'O', 'O', 'O', 'X', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 5. 0.]
"(' ', 'X', 'O', 'X', ' ', ' ', 'O', 'X', 'O')",[-9.9968  0.      0.      0.     10.     -6.864   0.      0.      0.    ]
"(' ', 'X', 'O', 'X', 'O', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', ' ', 'X', ' ', ' ', ' ', 'O')",[ 0.   0.   9.5  9.5  0.   9.5  9.5 10.   0. ]
"('O', 'X', ' ', ' ', 'X', ' ', ' ', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', ' ', ' ', ' ', ' ', ' ', 'O', 'O')","[ 0.          0.         10.          8.85084024  3.56306343  8.96565963
  9.5         0.          0.        ]"
"('X', 'X', ' ', 'O', ' ', ' ', 'X', 'O', 'O')","[ 0.          0.         10.          0.          4.93852905  5.66953864
  0.          0.          0.        ]"
"('X', 'X', ' ', 'O', 'O', 'X', 'X', 'O', 'O')",[ 0.  0. 10.  0.  0.  0.  0.  0.  0.]
"('X', ' ', 'O', ' ', 'O', ' ', 'X', 'O', 'X')","[ 0.          9.46954115  0.         10.          0.          1.8951567
  0.          0.          0.        ]"
"(' ', ' ', 'X', ' ', 'O', ' ', ' ', 'O', 'X')","[ 9.49999802  9.5         0.          6.26376755  0.         10.
  9.36578057  0.          0.        ]"
"(' ', 'O', 'X', 'X', 'O', ' ', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', 'O', 'O', ' ', 'O', 'X', 'O', 'X')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('X', 'X', 'O', 'O', 'X', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'O', 'X', 'X', 'X', ' ', 'O')",[ 0.   9.5 10.   0.   0.   0.   0.   9.5  0. ]
"('O', ' ', 'X', 'O', 'X', 'X', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', ' ', 'X', ' ', ' ', 'X', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'X', ' ', 'X', 'O', ' ', ' ', 'O')",[ 0.   0.   0.   9.5  0.   0.  10.  10.   0. ]
"(' ', ' ', ' ', ' ', ' ', 'O', 'O', 'X', 'X')","[8.32554777 7.96531072 7.41091751 8.15831447 9.5        0.
 0.         0.         0.        ]"
"(' ', ' ', ' ', 'O', 'X', 'O', 'O', 'X', 'X')","[10.         10.          8.87575078  0.          0.          0.
  0.          0.          0.        ]"
"(' ', ' ', ' ', ' ', 'X', 'O', 'O', 'X', ' ')","[ 9.5       10.         8.4123656  9.2796359  0.         0.
  0.         0.         9.5      ]"
"(' ', ' ', 'O', ' ', 'X', 'O', 'O', 'X', 'X')",[10.  10.   0.   9.5  0.   0.   0.   0.   0. ]
"('X', 'X', ' ', ' ', 'O', 'X', 'O', 'O', ' ')","[ 0.          0.         10.         -9.99999488  0.          0.
  0.          0.          9.369968  ]"
"(' ', ' ', ' ', ' ', 'X', ' ', 'X', 'O', 'O')","[ 9.5         5.63100057 10.          9.5         0.          9.5
  0.          0.          0.        ]"
"('X', 'O', ' ', ' ', 'X', ' ', 'X', 'O', 'O')",[ 0.   0.  10.  10.   0.   9.5  0.   0.   0. ]
"('X', 'O', 'X', ' ', 'X', ' ', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', 'X', 'O', ' ', 'O', 'X')","[10.          9.49999477  9.5         9.31211201  0.          0.
  9.5         0.          0.        ]"
"(' ', 'O', 'X', ' ', 'X', 'O', ' ', 'O', 'X')",[10.   0.   0.   9.5  0.   0.  10.   0.   0. ]
"('X', 'O', 'X', 'O', ' ', ' ', 'X', ' ', 'O')","[ 0.          0.          0.          0.         10.          8.70930621
  0.          5.66230361  0.        ]"
"(' ', 'X', 'X', ' ', 'X', 'O', ' ', 'O', 'O')","[10.          0.          0.          6.35479142  0.          0.
  9.9999998   0.          0.        ]"
"('O', 'X', 'X', 'X', 'X', 'O', ' ', 'O', 'O')",[ 0.  0.  0.  0.  0.  0. 10.  0.  0.]
"(' ', ' ', 'O', 'O', ' ', 'X', 'X', 'X', 'O')","[4.7499999  5.69975476 0.         0.         4.75030353 0.
 0.         0.         0.        ]"
"('O', 'O', ' ', ' ', 'X', ' ', 'O', 'X', 'X')","[ 0.          0.          4.16094274  4.16003021  0.         -9.9999998
  0.          0.          0.        ]"
"(' ', 'X', ' ', 'O', ' ', ' ', ' ', 'O', 'X')","[9.49999981 0.         9.5        0.         8.99113229 8.39833611
 8.85832416 0.         0.        ]"
"(' ', 'X', ' ', 'O', 'X', ' ', 'O', 'O', 'X')","[10.          0.          5.73079078  0.          0.         -6.72999839
  0.          0.          0.        ]"
"('X', 'X', ' ', 'O', ' ', 'O', ' ', ' ', ' ')","[ 0.          0.         10.          0.          9.5         0.
  6.374968    8.87599195 -6.22480032]"
"(' ', 'O', 'X', ' ', ' ', ' ', 'O', ' ', 'X')","[ 9.5         0.          0.          9.49999944  9.5        10.
  0.          9.47366905  0.        ]"
"(' ', 'O', 'X', 'O', 'X', ' ', 'O', ' ', 'X')","[10.          0.          0.          0.          0.          9.99999898
  0.         -6.2299917   0.        ]"
"('X', 'O', 'X', 'O', 'X', ' ', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', 'X', ' ', 'X', 'O', 'O')",[ 0.   9.5 10.   0.   0.  10.   0.   0.   0. ]
"('O', ' ', ' ', 'X', 'X', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
